产品,时间,总资产,市值,现金,仓位,日涨跌幅,日盈亏,月涨跌幅,月盈亏,年涨跌幅,年盈亏,总涨跌幅,总盈亏
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
